i,x
0,[1 1 0 1 0]
1,[0 0 0 0 0]
2,[1 1 0 0 0]
3,[0 0 0 0 0]
4,[0 1 1 0 1]
5,[1 0 0 1 1]
6,[0 0 0 0 0]
7,[1 0 0 1 1]
8,[1 1 0 0 0]
9,[0 0 0 0 0]
10,[0 1 0 0 0]
11,[1 1 0 0 0]
12,[1 1 0 1 0]
13,[0 1 1 1 0]
14,[1 0 1 0 1]
15,[0 1 0 1 1]
16,[1 1 0 1 1]
17,[0 0 0 1 0]
18,[0 0 0 0 0]
19,[0 0 1 0 0]
20,[1 0 0 0 1]
21,[1 1 1 1 0]
22,[1 0 0 0 0]
23,[0 0 1 0 0]
24,[0 0 0 1 1]
25,[0 0 0 0 1]
26,[1 0 0 0 1]
27,[0 0 1 1 1]
28,[1 0 1 1 0]
29,[0 0 1 1 1]
30,[1 0 0 1 1]
31,[1 0 0 0 0]
32,[0 0 0 0 0]
33,[1 1 1 0 0]
34,[1 0 0 0 0]
35,[0 0 1 1 0]
36,[1 0 1 0 0]
37,[1 0 1 0 1]
38,[0 1 0 0 1]
39,[0 0 0 1 0]
40,[1 0 0 0 0]
41,[0 0 0 1 0]
42,[0 1 0 0 0]
43,[0 1 0 0 0]
44,[1 0 1 0 1]
45,[0 0 1 0 0]
46,[0 1 0 1 0]
47,[0 1 0 0 0]
48,[0 0 1 0 0]
49,[0 1 0 1 0]
50,[1 0 1 1 1]
51,[1 0 1 1 0]
52,[0 0 0 1 0]
53,[0 1 1 0 0]
54,[0 1 0 1 1]
55,[1 0 0 0 1]
56,[1 1 0 1 0]
57,[0 0 0 1 0]
58,[0 0 0 0 0]
59,[0 0 0 0 0]
60,[1 0 0 1 1]
61,[0 0 0 1 1]
62,[1 0 0 1 0]
63,[1 1 1 1 1]
64,[0 0 0 0 0]
65,[1 0 0 0 0]
66,[1 0 0 1 1]
67,[0 0 0 1 0]
68,[0 0 0 0 0]
69,[1 1 1 1 0]
70,[0 0 0 1 0]
71,[0 1 0 0 0]
72,[1 0 1 1 0]
73,[0 0 1 0 0]
74,[1 0 0 0 1]
75,[1 0 1 0 1]
76,[1 0 0 1 1]
77,[0 0 1 0 0]
78,[0 1 1 1 0]
79,[1 0 0 0 0]
80,[1 0 0 1 0]
81,[0 0 0 1 0]
82,[1 0 1 1 1]
83,[1 0 1 0 0]
84,[0 0 0 0 0]
85,[0 0 0 0 0]
86,[0 0 0 0 0]
87,[0 0 1 0 0]
88,[1 0 0 0 0]
89,[0 0 0 0 0]
90,[0 0 1 1 1]
91,[0 0 0 0 0]
92,[0 1 0 1 1]
93,[0 0 1 0 0]
94,[1 1 0 0 1]
95,[0 1 0 1 0]
96,[1 0 0 1 0]
97,[1 1 0 0 1]
98,[0 1 0 0 0]
99,[0 0 1 0 1]
100,[0 1 0 1 0]
101,[1 0 0 1 0]
102,[0 0 0 0 0]
103,[1 0 0 0 0]
104,[0 0 1 1 1]
105,[0 1 0 1 0]
106,[0 0 0 0 0]
107,[0 0 0 0 0]
108,[1 0 1 0 0]
109,[1 0 0 0 0]
110,[1 0 1 0 0]
111,[0 0 0 0 0]
112,[0 1 1 1 0]
113,[0 1 0 0 0]
114,[1 0 0 0 0]
115,[0 1 1 1 1]
116,[0 0 0 1 1]
117,[1 0 1 0 0]
118,[1 1 1 0 1]
119,[1 0 0 1 0]
120,[1 1 1 1 0]
121,[1 1 0 1 0]
122,[0 0 0 0 0]
123,[1 1 0 0 1]
124,[1 0 0 1 1]
125,[0 1 1 0 0]
126,[0 1 0 0 0]
127,[0 0 1 0 1]
128,[0 0 1 1 1]
129,[0 0 1 1 0]
130,[1 0 0 0 0]
131,[0 1 0 0 0]
132,[0 1 0 0 0]
133,[0 0 0 0 0]
134,[0 0 0 0 0]
135,[0 1 0 0 1]
136,[0 0 1 0 0]
137,[1 0 0 0 0]
138,[0 1 1 1 1]
139,[0 0 1 1 1]
140,[0 0 1 0 0]
141,[0 1 1 0 1]
142,[1 0 0 0 1]
143,[1 0 0 0 1]
144,[0 0 0 0 0]
