i,distance
0,1.5790122755268552
1,1.5390122755268552
2,1.565678942193522
3,1.529012275526855
4,1.5390122755268552
5,1.545678942193522
6,1.556155132669712
7,1.549012275526855
8,1.556790053304633
9,1.5590122755268552
10,1.5571940937086732
11,1.5456789421935218
12,1.5482430447576243
13,1.5475837040982836
14,1.5496789421935218
15,1.5515122755268553
16,1.5554828637621494
17,1.5545678310824107
18,1.5516438544742235
19,1.5550122755268552
20,1.556155132669712
21,1.5553759118904915
22,1.5529253190051158
23,1.554012275526855
24,1.556612275526855
25,1.5590122755268552
26,1.5582715347861145
27,1.5604408469554267
28,1.5597019306992688
29,1.5603456088601884
30,1.5570767916558872
31,1.554012275526855
32,1.5511334876480674
33,1.5519534519974432
34,1.5515837040982836
35,1.5512344977490773
36,1.5530663295809093
37,1.552696486053171
38,1.5523456088601886
39,1.552012275526855
40,1.5497439828439283
41,1.5504408469554267
42,1.5501750662245297
43,1.5499213664359461
44,1.5505678310824105
45,1.5503166233529422
46,1.5475229138247275
47,1.5456789421935218
48,1.544726561241141
49,1.5454122755268551
50,1.5460710990562667
51,1.5467045832191628
52,1.5473141623193079
53,1.5471604236750034
54,1.5462850027995823
55,1.546869418383998
56,1.5460298193865043
57,1.5465984824234067
58,1.5457919365438042
59,1.5463456088601886
60,1.5468811279858714
61,1.5467542110107262
62,1.5472662437808231
63,1.5471372755268553
64,1.5463968909114705
65,1.5462850027995825
66,1.547370484482079
67,1.5460710990562667
68,1.5471282175558405
69,1.5475837040982838
70,1.5457728389071368
71,1.5451233866379661
72,1.5444917275816497
73,1.5444176809322605
74,1.543812275526855
75,1.5448017492110657
76,1.5436876002021798
77,1.5441404806550603
78,1.545088224893944
79,1.5460122755268548
80,1.5459258557737685
81,1.5463293486975869
82,1.5457592634786623
83,1.5452027517173315
84,1.5446593343503845
85,1.545058787154762
86,1.5454490571360506
87,1.5453759118904913
88,1.545753848560563
89,1.5465678310824105
90,1.5460452425598223
91,1.5468383624833768
92,1.545463888430081
93,1.5449697223353658
94,1.545749117632118
95,1.5452622755268552
96,1.5451978425371644
97,1.545951051037059
98,1.5466890432036227
99,1.5470122755268552
100,1.546933067606063
101,1.546463255919012
102,1.546390916303554
103,1.5463199678345476
104,1.5466313231459028
105,1.5465594453381757
106,1.5468627428165749
107,1.546790053304633
108,1.5452508076369469
109,1.5451940937086732
110,1.5454987620133418
111,1.544726561241141
112,1.5450299746418994
113,1.5449771878075567
114,1.5449253190051162
115,1.545563999664786
116,1.5455080020225815
117,1.5454529534929569
118,1.5450626956949223
119,1.545678942193522
120,1.5459544242871859
121,1.5452417837235766
122,1.545191137315473
123,1.5457864690752423
124,1.545732275526855
125,1.5456789421935218
126,1.5456264487552016
127,1.546199775526855
128,1.5464541359919712
129,1.545166121680701
130,1.5445084587329618
131,1.5444668209814005
132,1.54502731312084
133,1.5455794397059597
134,1.5452344977490775
135,1.5454828637621492
136,1.546019574796928
137,1.5459687972659855
138,1.5456309805628263
139,1.545869418383998
140,1.5455370982218906
141,1.545491148766292
142,1.5454458419604216
143,1.5459567199712994
144,1.5461846893199587
145,1.5464095358008276
146,1.546087105458828
147,1.5457690322836117
148,1.5457236849228284
149,1.5454122755268551
150,1.5456347920831464
151,1.5455912228952762
152,1.5455482232392734
153,1.5455057820203617
154,1.545980017462339
155,1.5461917627063424
156,1.5458912564185747
157,1.5463540476787538
158,1.5463078730111317
159,1.546512275526855
160,1.5469625860858613
161,1.5469135100947562
162,1.5468650362630514
163,1.5468171535756354
164,1.5472546997692793
165,1.5472050466111924
166,1.5469164671436217
167,1.5466313231459028
168,1.5470596128049616
169,1.547012275526855
170,1.547199410029779
171,1.547151810410576
172,1.5473359749488205
173,1.5468283674808783
174,1.5465551326697122
175,1.5462850027995823
176,1.5464699026454993
177,1.5464280058639337
178,1.5463865772028327
179,1.5467900533046328
180,1.5469680766318274
181,1.546924363438943
182,1.547318286455817
183,1.5470557537877248
184,1.5472284917430712
185,1.547184318537608
186,1.54735452151616
187,1.547097381909834
