i,x
0,[0 0 1]
1,[0 0 0]
2,[1 0 0]
3,[0 0 1]
4,[0 0 0]
5,[0 0 0]
6,[0 0 0]
7,[1 1 0]
8,[0 0 0]
9,[0 0 0]
10,[0 0 0]
11,[1 1 0]
12,[0 0 0]
13,[0 0 1]
14,[0 0 0]
15,[0 1 0]
16,[0 1 1]
17,[0 1 1]
18,[0 1 1]
19,[1 0 0]
20,[1 1 0]
21,[0 0 0]
22,[0 0 0]
23,[0 0 0]
24,[1 0 0]
25,[1 0 0]
26,[1 0 0]
27,[0 0 0]
28,[0 0 0]
29,[0 0 0]
30,[1 0 0]
31,[0 1 0]
32,[1 0 0]
33,[1 1 0]
34,[1 0 1]
35,[1 0 0]
36,[0 0 0]
37,[1 1 0]
38,[1 0 1]
39,[0 0 0]
40,[1 1 1]
41,[1 0 0]
42,[0 0 0]
43,[0 0 0]
44,[1 0 0]
45,[0 0 0]
46,[1 1 0]
47,[0 0 0]
48,[1 0 0]
49,[0 0 0]
50,[0 0 1]
51,[0 0 0]
52,[0 1 0]
53,[0 1 1]
54,[0 0 0]
55,[0 0 0]
56,[0 0 0]
57,[1 0 0]
58,[1 0 1]
59,[0 1 1]
60,[0 0 0]
61,[0 0 1]
62,[0 0 0]
63,[1 0 0]
64,[0 0 0]
65,[0 0 1]
66,[1 0 0]
67,[0 0 1]
68,[0 1 0]
69,[0 0 0]
70,[1 0 0]
71,[0 0 0]
72,[1 1 1]
73,[0 1 1]
74,[0 0 1]
75,[1 1 0]
76,[1 1 1]
77,[1 1 0]
78,[1 0 1]
79,[1 0 0]
80,[0 0 0]
81,[0 0 0]
82,[1 1 1]
83,[1 0 0]
84,[0 0 0]
85,[0 0 0]
86,[1 0 0]
87,[0 0 0]
88,[1 0 0]
89,[0 0 0]
90,[1 1 0]
91,[0 0 0]
92,[1 1 0]
93,[0 1 1]
94,[0 0 0]
95,[0 1 0]
96,[0 0 0]
97,[1 0 0]
98,[0 0 0]
99,[1 1 0]
100,[1 0 0]
101,[1 1 1]
102,[0 1 0]
103,[1 0 0]
104,[0 0 0]
105,[1 1 0]
106,[1 0 0]
107,[0 0 0]
108,[1 1 1]
109,[0 1 0]
110,[0 0 0]
111,[0 0 0]
112,[1 0 0]
113,[0 0 1]
114,[1 0 0]
115,[0 0 0]
116,[1 1 0]
117,[0 0 0]
118,[1 1 0]
119,[1 0 1]
120,[0 0 0]
121,[0 1 1]
122,[0 0 0]
123,[1 0 1]
124,[1 0 0]
125,[1 0 0]
126,[1 0 1]
127,[1 1 0]
128,[0 0 0]
129,[0 0 1]
130,[1 1 0]
131,[0 0 0]
132,[0 0 0]
133,[0 0 0]
134,[1 1 1]
135,[1 1 1]
136,[0 0 0]
137,[0 0 0]
138,[1 0 0]
139,[1 0 0]
140,[0 1 1]
141,[1 1 0]
142,[1 1 0]
143,[0 0 0]
144,[0 1 0]
145,[0 0 0]
146,[0 1 1]
