i,x
0,[0 0 1 0 0]
1,[0 1 1 0 0]
2,[0 0 0 0 0]
3,[1 0 1 0 0]
4,[0 0 0 1 0]
5,[0 0 1 1 0]
6,[1 0 0 0 1]
7,[1 0 0 1 0]
8,[1 0 1 1 0]
9,[0 0 0 1 0]
10,[1 1 0 0 1]
11,[0 0 0 1 1]
12,[1 1 1 0 0]
13,[0 0 0 1 1]
14,[0 1 0 1 0]
15,[0 0 0 0 0]
16,[1 1 1 0 0]
17,[1 1 1 1 0]
18,[0 0 0 1 1]
19,[1 0 1 1 1]
20,[0 0 1 0 0]
21,[1 1 0 0 0]
22,[1 1 0 1 0]
23,[1 0 1 1 1]
24,[0 0 1 1 1]
25,[1 1 0 1 0]
26,[1 0 0 0 0]
27,[1 0 0 0 1]
28,[1 0 0 0 0]
29,[0 1 0 0 0]
30,[0 0 1 1 0]
31,[1 1 0 0 1]
32,[1 1 1 0 1]
33,[0 0 1 0 1]
34,[0 0 1 0 0]
35,[0 0 1 0 0]
36,[1 1 0 0 1]
37,[1 0 1 1 0]
38,[1 0 1 1 1]
39,[1 0 1 1 0]
40,[0 0 0 1 1]
41,[1 0 1 1 1]
42,[1 1 0 0 0]
43,[0 1 0 1 0]
44,[1 0 0 0 1]
45,[1 0 0 1 0]
46,[1 1 0 1 0]
47,[1 1 0 1 0]
48,[1 0 0 0 1]
49,[1 1 0 1 1]
50,[1 0 1 1 1]
51,[1 1 0 0 0]
52,[0 0 0 1 0]
53,[1 0 0 0 0]
54,[0 1 0 0 0]
55,[0 1 1 1 0]
56,[0 1 1 0 1]
57,[0 1 0 1 0]
58,[1 0 0 1 1]
59,[1 1 0 1 0]
60,[0 0 0 0 0]
61,[0 0 1 1 0]
62,[1 1 1 1 1]
63,[1 1 0 0 0]
64,[1 0 0 0 0]
65,[0 0 1 0 1]
66,[1 1 1 0 1]
67,[0 0 0 0 1]
68,[0 0 0 1 0]
69,[1 0 1 1 0]
70,[1 0 1 1 1]
71,[1 1 0 1 0]
72,[0 0 1 1 1]
73,[1 1 1 1 0]
74,[0 1 0 1 0]
75,[1 1 0 0 1]
76,[1 1 0 0 0]
77,[1 0 1 0 0]
78,[1 0 1 0 0]
79,[1 0 0 1 0]
80,[1 1 1 1 1]
81,[1 1 1 0 0]
82,[0 1 0 0 1]
83,[1 0 0 1 0]
84,[0 1 1 1 1]
85,[0 1 1 0 0]
86,[1 0 0 1 0]
87,[0 1 0 1 0]
88,[0 1 0 1 1]
89,[0 0 1 0 1]
90,[1 0 0 1 0]
91,[1 1 1 0 0]
92,[1 1 0 0 0]
93,[1 1 0 1 0]
94,[0 0 0 0 0]
95,[0 1 1 1 0]
