i,x
0,[0 0 0]
1,[0 0 1]
2,[1 0 1]
3,[0 0 0]
4,[0 0 0]
5,[1 1 0]
6,[0 0 0]
7,[0 1 0]
8,[0 0 0]
9,[0 0 0]
10,[0 1 1]
11,[1 1 0]
12,[0 0 0]
13,[0 0 0]
14,[0 1 0]
15,[0 0 0]
16,[0 0 0]
17,[1 0 0]
18,[0 0 0]
19,[1 1 0]
20,[1 0 0]
21,[0 0 0]
22,[1 1 0]
23,[0 0 0]
24,[0 0 0]
25,[1 0 1]
26,[0 0 0]
27,[0 1 1]
28,[0 0 0]
29,[0 0 0]
30,[0 1 0]
31,[0 1 1]
32,[1 0 1]
33,[1 0 0]
34,[1 1 1]
35,[0 0 0]
36,[1 0 0]
37,[0 0 1]
38,[1 0 1]
39,[0 0 0]
40,[0 0 0]
41,[1 1 0]
42,[1 0 1]
43,[0 0 0]
44,[1 0 0]
45,[1 0 0]
46,[0 1 0]
47,[1 0 1]
48,[0 1 0]
49,[0 0 0]
50,[0 0 0]
51,[0 1 1]
52,[1 0 0]
53,[0 0 0]
54,[0 0 0]
55,[1 0 0]
56,[1 0 0]
57,[0 1 0]
58,[1 0 0]
59,[0 1 0]
60,[0 0 0]
61,[0 0 0]
62,[0 0 1]
63,[1 0 1]
64,[1 0 0]
65,[0 0 0]
66,[0 0 0]
67,[1 0 0]
68,[0 0 1]
69,[0 0 0]
70,[1 0 0]
71,[0 0 0]
72,[1 0 0]
73,[1 0 0]
74,[0 0 0]
75,[1 0 0]
76,[1 0 0]
77,[0 0 0]
78,[1 0 1]
79,[0 1 0]
80,[0 0 0]
81,[0 0 0]
82,[0 0 0]
83,[0 0 0]
84,[0 1 1]
85,[0 0 0]
86,[1 0 0]
87,[1 0 0]
88,[1 0 0]
89,[0 1 1]
90,[0 0 0]
91,[1 1 0]
92,[1 0 1]
93,[1 0 0]
94,[0 0 0]
95,[1 1 1]
96,[0 0 1]
97,[0 0 0]
98,[1 0 1]
99,[0 0 0]
100,[0 0 0]
101,[0 1 0]
102,[0 0 0]
103,[1 1 0]
104,[0 1 0]
105,[0 1 0]
106,[1 0 0]
107,[0 0 1]
108,[0 0 0]
109,[0 1 1]
110,[0 1 0]
111,[1 0 1]
112,[0 0 0]
113,[0 1 0]
114,[0 1 1]
115,[0 0 1]
116,[1 1 1]
117,[0 1 0]
118,[0 0 0]
119,[1 1 1]
120,[1 0 0]
121,[0 0 0]
122,[0 0 0]
123,[1 0 0]
124,[0 1 1]
125,[0 1 0]
126,[0 0 1]
127,[0 1 0]
128,[0 0 0]
129,[0 1 0]
130,[0 1 0]
131,[1 0 1]
132,[1 0 0]
133,[0 1 0]
134,[0 1 1]
135,[0 0 1]
136,[0 0 0]
137,[0 1 0]
138,[0 0 0]
139,[1 0 0]
140,[0 1 0]
141,[1 0 0]
142,[1 0 0]
143,[0 0 0]
144,[0 0 0]
145,[1 0 1]
146,[0 0 0]
147,[1 1 0]
148,[0 0 0]
149,[0 0 0]
150,[0 0 0]
151,[1 0 0]
152,[1 0 0]
153,[1 0 1]
154,[0 0 0]
155,[0 0 0]
156,[0 0 0]
157,[0 0 0]
158,[0 0 0]
159,[0 0 0]
160,[1 0 0]
161,[0 0 0]
162,[0 1 0]
163,[0 0 0]
164,[0 0 1]
165,[1 0 0]
166,[0 0 0]
167,[0 0 0]
168,[1 0 0]
169,[1 1 0]
170,[0 0 0]
171,[0 1 1]
172,[0 1 1]
173,[1 0 1]
174,[0 0 0]
175,[0 0 0]
176,[0 0 0]
177,[0 0 1]
178,[0 0 0]
179,[0 0 0]
180,[0 0 0]
181,[0 0 1]
182,[1 0 1]
183,[1 0 1]
184,[0 0 0]
185,[0 1 0]
186,[1 0 1]
187,[0 0 0]
188,[0 0 1]
189,[0 0 1]
190,[0 0 0]
191,[0 0 1]
