i,x,probability
0,[0. 0. 0.],0.19049386223657247
1,[1. 0. 0.],0.1487391218549238
2,[0. 1. 0.],0.17357849418710491
3,[0. 0. 1.],0.10332264849008693
4,[1. 1. 0.],0.13553146802298
5,[1. 0. 1.],0.08067514524460101
6,[0. 1. 1.],0.09414786140489947
7,[1. 1. 1.],0.0735113985588315
