i,x,probability
0,[0 0 0],0.002384476820990591
1,[1 0 0],4.367321639182052e-05
2,[0 1 0],0.9619666070036267
3,[0 0 1],4.367321639182052e-05
4,[1 1 0],0.017619032996899296
5,[1 0 1],7.99902860542131e-07
6,[0 1 1],0.017619032996899296
7,[1 1 1],0.0003227038459398995
