i,x
0,[1 0 1 0 1]
1,[0 0 0 1 0]
2,[1 0 0 0 1]
3,[0 0 0 0 0]
4,[1 0 0 0 1]
5,[1 1 1 0 1]
6,[1 0 1 0 1]
7,[1 0 0 0 1]
8,[1 0 0 0 0]
9,[0 1 1 0 0]
10,[1 0 0 0 0]
11,[0 0 0 1 0]
12,[0 0 0 1 0]
13,[1 0 1 0 0]
14,[0 1 0 0 1]
15,[0 1 0 0 0]
16,[0 0 0 0 0]
17,[1 0 1 1 1]
18,[0 0 0 0 0]
19,[0 0 0 1 0]
20,[0 0 0 0 1]
21,[0 0 0 0 0]
22,[0 0 0 0 0]
23,[0 1 0 0 1]
24,[1 1 1 0 1]
25,[1 1 1 0 1]
26,[0 0 0 0 1]
27,[0 0 0 0 0]
28,[0 0 0 0 0]
29,[1 0 1 0 0]
30,[0 0 1 0 1]
31,[0 0 0 0 0]
32,[0 1 0 1 1]
33,[1 1 0 1 1]
34,[1 0 1 1 0]
35,[1 0 0 0 0]
36,[0 0 0 0 0]
37,[1 0 0 1 1]
38,[1 1 0 0 0]
39,[0 1 0 0 0]
40,[0 0 0 0 1]
41,[0 0 0 0 0]
42,[0 1 0 1 0]
43,[1 1 1 1 0]
44,[1 1 0 0 1]
45,[1 0 0 1 0]
46,[1 1 1 1 0]
47,[1 0 0 0 0]
48,[0 0 0 0 1]
49,[1 0 1 0 0]
50,[0 1 0 0 0]
51,[0 0 0 0 0]
52,[0 0 1 1 0]
53,[0 0 1 0 0]
54,[1 0 1 0 0]
55,[1 0 0 0 1]
56,[0 0 0 0 0]
57,[1 0 0 0 0]
58,[1 0 0 0 0]
59,[1 0 1 0 0]
60,[0 0 0 0 0]
61,[0 0 0 0 0]
62,[1 1 1 0 0]
63,[0 0 0 0 0]
64,[0 0 0 0 1]
65,[1 0 0 0 1]
66,[0 0 0 0 0]
67,[0 0 0 0 1]
68,[0 0 0 0 0]
69,[1 0 0 0 0]
70,[1 1 1 0 0]
71,[0 0 0 0 0]
