i,x
0,[0 0 0 1 0]
1,[1 0 0 0 1]
2,[1 1 0 1 0]
3,[1 1 0 0 1]
4,[0 0 0 0 0]
5,[1 1 1 0 1]
6,[1 0 1 0 0]
7,[1 1 1 0 0]
8,[1 0 1 1 1]
9,[1 0 1 0 1]
10,[0 0 0 1 1]
11,[1 1 0 0 0]
12,[0 1 1 0 1]
13,[0 1 1 0 1]
14,[0 0 0 0 0]
15,[0 0 1 1 1]
16,[0 1 0 0 1]
17,[0 0 0 1 1]
18,[0 0 0 1 1]
19,[1 0 1 0 1]
20,[0 0 0 1 1]
21,[1 1 0 0 1]
22,[0 0 0 1 0]
23,[1 0 0 1 1]
24,[0 1 0 1 1]
25,[0 1 1 0 1]
26,[0 0 1 1 0]
27,[0 0 0 0 1]
28,[1 1 0 0 1]
29,[1 0 1 1 1]
30,[1 1 1 1 0]
31,[0 0 0 0 1]
32,[1 1 0 0 0]
33,[1 1 1 1 0]
34,[0 1 0 0 1]
35,[0 0 0 0 1]
36,[0 0 1 0 0]
37,[1 0 0 1 1]
38,[1 1 1 0 1]
39,[0 0 0 1 0]
40,[1 0 0 1 1]
41,[0 0 0 1 0]
42,[1 1 1 0 0]
43,[1 0 1 1 1]
44,[1 0 1 0 0]
45,[0 1 0 1 0]
46,[1 1 0 1 1]
47,[1 1 1 1 0]
48,[0 0 1 1 1]
49,[0 0 0 0 0]
50,[1 1 0 1 0]
51,[0 0 0 0 0]
52,[0 0 0 0 1]
53,[1 0 1 0 1]
54,[0 0 1 0 0]
55,[0 0 0 1 1]
56,[0 1 0 1 1]
57,[0 1 1 0 1]
58,[0 0 1 1 1]
59,[0 1 0 1 0]
60,[1 1 0 0 1]
61,[0 0 0 1 1]
62,[1 0 0 1 1]
63,[0 0 0 0 0]
64,[1 1 0 0 0]
65,[1 0 0 0 0]
66,[0 1 1 1 0]
67,[0 0 0 0 0]
68,[1 1 0 0 0]
69,[0 0 1 1 0]
70,[1 1 1 0 0]
71,[1 1 0 1 0]
72,[0 0 0 0 1]
73,[0 0 0 0 0]
74,[0 1 1 0 1]
75,[0 0 1 0 1]
76,[0 0 1 1 1]
77,[0 0 1 1 1]
78,[0 0 0 0 1]
79,[0 1 0 0 1]
80,[0 1 0 0 0]
81,[0 0 0 0 0]
82,[0 1 0 0 0]
83,[1 1 1 0 0]
84,[0 0 0 0 0]
85,[0 0 0 1 1]
86,[0 0 0 1 1]
