i,x
0,[1 1 0 1 0]
1,[1 0 0 0 1]
2,[1 1 0 0 0]
3,[1 1 0 1 1]
4,[0 0 1 1 1]
5,[1 0 0 0 1]
6,[1 1 0 1 1]
7,[1 1 0 1 0]
8,[1 1 1 0 0]
9,[0 1 0 1 0]
10,[0 0 1 1 0]
11,[0 1 0 0 1]
12,[1 1 0 0 0]
13,[0 1 0 1 1]
14,[1 0 0 1 0]
15,[1 1 0 0 1]
16,[0 0 0 0 0]
17,[0 0 1 0 0]
18,[1 0 0 1 0]
19,[0 1 0 0 0]
20,[1 0 0 1 1]
21,[0 1 0 0 0]
22,[0 1 0 0 0]
23,[0 0 0 0 1]
24,[0 1 0 1 1]
25,[1 0 0 1 1]
26,[1 1 0 1 1]
27,[1 0 1 0 0]
28,[0 0 1 1 1]
29,[0 1 1 1 1]
30,[1 1 1 0 0]
31,[1 0 1 1 0]
32,[1 1 0 0 0]
33,[1 1 0 0 1]
34,[1 0 0 0 0]
35,[1 1 1 1 0]
36,[0 1 1 0 0]
37,[1 0 0 1 0]
38,[1 0 0 1 1]
39,[1 1 1 1 0]
40,[1 1 1 0 1]
41,[1 0 0 1 0]
42,[1 0 1 0 0]
43,[1 0 1 0 0]
44,[0 0 0 1 0]
45,[0 0 1 1 0]
46,[1 1 1 1 0]
47,[1 0 0 0 1]
48,[0 1 0 0 1]
49,[0 0 0 1 0]
50,[1 1 1 0 1]
51,[0 1 0 0 1]
52,[0 1 0 0 1]
53,[1 0 1 0 0]
54,[1 1 0 0 1]
55,[0 0 1 0 0]
56,[1 1 0 1 0]
57,[1 1 1 0 1]
58,[1 1 0 1 0]
59,[1 1 0 0 0]
60,[1 0 1 1 0]
61,[1 0 0 0 0]
62,[1 0 0 0 0]
63,[1 1 0 1 1]
64,[0 0 0 0 0]
65,[1 0 1 0 1]
66,[0 1 1 1 0]
67,[1 1 0 0 0]
68,[1 0 1 0 1]
69,[1 1 1 0 1]
70,[0 1 0 1 1]
71,[1 1 0 1 0]
72,[0 0 1 1 1]
73,[0 1 0 0 0]
74,[0 1 0 0 0]
75,[1 1 1 1 1]
