i,distance
0,1.9703927766426377
1,1.9501214342868525
2,1.9106853111817106
3,1.8928821375244376
4,1.8769978954604085
5,1.8731719419184105
6,1.8649892458029922
7,1.8499837250465843
8,1.8492223300576156
9,1.835734796071529
10,1.8241733210750988
11,1.8105788051919034
12,1.7956679682055572
13,1.7714470738563282
14,1.750763911555542
15,1.7376360309616203
16,1.711942778409949
17,1.7032180702608959
18,1.696756049630471
19,1.680670838678582
20,1.6805215572315664
21,1.683167172512991
22,1.6839525976521648
23,1.6843381026317117
24,1.685269592182715
25,1.6795220199124672
26,1.6761914559252604
27,1.6752619664953685
28,1.677789840422529
29,1.6784238837883214
30,1.6808736742450994
31,1.6823567892215783
32,1.684744781145171
33,1.684887929018362
34,1.68710641641332
35,1.6892069118215898
36,1.6912189238336017
37,1.6931250404765605
38,1.6949856781672485
39,1.6969962225156783
40,1.6986055693042812
41,1.700604309039412
42,1.7012308186866936
43,1.7012471359614685
44,1.701003815081585
45,1.701444867909459
46,1.703200350406342
47,1.702229803198619
48,1.701858915306699
49,1.702891765353081
50,1.702096923687042
51,1.7024114422910874
52,1.696553730276959
53,1.6904118968123525
54,1.686700926648712
55,1.6846466854585205
56,1.681357493883444
57,1.67820369984568
58,1.668277362674042
59,1.6578718341004977
60,1.6458103604924692
61,1.6426684361465118
62,1.6407043461053967
63,1.6375391306691331
64,1.6323086641900675
65,1.6330191071581304
66,1.6265189175701091
67,1.6182806380858765
68,1.6120881079930236
69,1.6074774311141429
70,1.5984328637711789
71,1.5979712210886086
72,1.5941862948161427
73,1.59450807151116
74,1.5928771163386504
75,1.5922349022943938
76,1.592569830524059
77,1.5910838863479444
78,1.591827654321496
79,1.5910934079042818
80,1.5910909448475299
81,1.5918858861302758
82,1.5908968520007631
83,1.588690730168786
84,1.5893098607072487
85,1.583268990818537
86,1.5839533479326686
87,1.5814608053599786
88,1.5769143417264124
89,1.5706640657327104
90,1.5667419423551476
91,1.563338856340275
92,1.559850003613378
93,1.5543150344663048
94,1.5452072539222634
95,1.5347661788568034
96,1.5272038189400283
97,1.5211960988240842
98,1.515300188645757
99,1.5068746421830408
100,1.49929926367704
101,1.4979308725336833
102,1.4940938427278396
103,1.4908423619450055
104,1.485971097499116
105,1.4798504529579826
106,1.4724340633099477
107,1.4636533344640976
108,1.4610063755786067
109,1.4593133473205069
110,1.4567934410972911
111,1.4575902168320023
112,1.4582366577791008
113,1.4556536562870557
114,1.4552189166674068
115,1.4543770402420741
116,1.4533778207956418
117,1.4526011632950666
118,1.4504114605067182
119,1.4504730826497716
120,1.4494793096078644
121,1.4462532752635875
122,1.4455880454523007
123,1.445099053314108
124,1.444693892023785
125,1.4440811253552344
126,1.443380488441501
127,1.4439083046795518
128,1.4456694480904047
129,1.4470583917912605
130,1.4487683154553825
131,1.4504598042481112
132,1.4521457883108027
133,1.4529604945872232
134,1.451715911270508
135,1.4527502669356438
136,1.4532404603040958
137,1.454036382882418
138,1.455664759951282
139,1.4567065314839331
140,1.4577681705827827
141,1.4591007047951492
142,1.459865927128091
143,1.4607647115730593
144,1.4613330159334248
145,1.460552258291652
146,1.4610237893698366
147,1.4607552626108598
148,1.4585171080018213
149,1.457755593955629
150,1.4569773252830038
151,1.4553222993287256
152,1.4504812699491474
153,1.443447610193346
154,1.4429629058182711
155,1.4431995120823427
156,1.4423800287427784
157,1.4401177086462833
158,1.4388135329718232
159,1.4362652124842188
160,1.4348831726685645
161,1.4322417291761302
162,1.4283864432389621
163,1.4241235950385773
164,1.4202072959264362
165,1.4189928185713823
166,1.4142241786157743
167,1.4122427090190892
168,1.4108893334090327
169,1.409312047086682
170,1.4057369095261065
171,1.4009685049921226
172,1.3964268559830764
173,1.3925299863541365
174,1.3911192192521808
175,1.3885408967903548
176,1.3853132746591896
177,1.3780728176656725
178,1.372831243455364
179,1.36897016399372
180,1.3642866508707723
181,1.3586178866243703
182,1.3525216643009546
183,1.3471063008575968
184,1.340522395585631
185,1.3344467089511132
186,1.3339735199916793
187,1.3356665453643037
188,1.337342450862031
189,1.3390270256589085
190,1.3406969099324941
191,1.3423566267456033
192,1.3440038633604567
193,1.345020536314471
194,1.346441990611177
195,1.3472393300083885
196,1.3482539890366927
197,1.349868268665508
198,1.3508692330835577
199,1.3524615122614594
200,1.353641611763947
201,1.355206066716905
202,1.3567691153536467
203,1.3583269392498059
204,1.3589095057206177
205,1.3602204794164179
206,1.3617624133509594
207,1.3624587748961972
208,1.3607348725801751
209,1.362268380130971
210,1.3635351368756221
211,1.3642442582919463
212,1.364433254950203
213,1.3653046031552178
214,1.3665999687339143
215,1.3675030680967781
216,1.3689660722355377
217,1.369351899271774
218,1.3704268437650924
219,1.371860716923429
220,1.3727528180091864
221,1.3741751352109808
222,1.3755901684126293
223,1.376998073961718
224,1.3783948993585438
225,1.3797812470032365
226,1.3809383449461952
227,1.382312485142501
228,1.383674624114385
229,1.3850249183995569
230,1.3863635218251167
231,1.387561082786839
232,1.388878235369346
233,1.390186002707018
234,1.3910605028587466
235,1.3923414260466296
236,1.3936137983094694
237,1.3943664017055064
238,1.3951167269402027
239,1.3963629046605224
240,1.3976028769980051
241,1.3986690703187121
242,1.3998927549767404
243,1.4011064094326535
244,1.4022999738103106
245,1.403493270641238
246,1.4046769051496477
247,1.4058509942184738
248,1.407015652853012
249,1.408170994218474
250,1.4093171296766411
251,1.409825128348845
252,1.410968849413889
253,1.412107936277043
254,1.413081226380486
255,1.4127885669119111
256,1.4136597996618736
257,1.4129534288415426
258,1.4131312146007236
259,1.4123513379776078
260,1.4111602543799973
261,1.4108788937880288
262,1.4096884250861608
263,1.4093240815969326
264,1.4072445813746017
265,1.4051807425322127
266,1.404552550267933
267,1.4032428250299005
268,1.401999250015257
269,1.4020565266227194
270,1.401231434874807
271,1.4007553843684237
272,1.3977731021935065
273,1.395920184014345
274,1.3945461889364448
275,1.3933103523093036
276,1.392058991441061
277,1.3897773635492572
278,1.388008714636374
279,1.3876747510710286
280,1.387690426287797
281,1.3868628725643528
282,1.3864949804259172
283,1.3859610766536523
284,1.3852252727393874
285,1.384822119592298
286,1.3838973286857912
287,1.3838115192081129
288,1.384476607335141
289,1.3845314342634873
290,1.3848453896728288
291,1.385177472082856
292,1.3856626316455007
293,1.3864028048478876
294,1.3874094621615416
295,1.3877236641627015
296,1.3866541770974106
297,1.3873656034502675
298,1.3868821394332698
299,1.3866450906722387
300,1.3860134324207354
301,1.385415464888046
302,1.3853207964072245
303,1.3842813493631707
304,1.3828870439274503
305,1.3819159106192105
306,1.3807982556221914
307,1.3808012962127352
308,1.3799518867225489
309,1.3788498927774606
310,1.3776377978290175
311,1.3761671676407778
312,1.3748524742069077
313,1.372178913426025
314,1.3711240966230167
315,1.3705469975299573
316,1.369984182680664
317,1.3695963475744302
318,1.3699334860377883
319,1.369966370446544
320,1.3697993143717775
321,1.370294458887754
322,1.3702000069672082
323,1.370521835503691
324,1.369980145095334
325,1.3691963791680095
326,1.3689067035521676
327,1.3686895855740202
328,1.3683962735344064
329,1.3691506831221383
330,1.3695914293919396
331,1.3699102879075733
332,1.3687870838666423
333,1.3689734120083823
334,1.3694090621295927
335,1.3698468730748665
336,1.370188081571285
337,1.3703868419526524
338,1.3701013506308057
339,1.3692167224697835
340,1.3686187776400693
341,1.3690457982708253
342,1.3690038566821596
343,1.3678025810885694
344,1.3683279553428547
345,1.3687459713901022
346,1.3695078677533372
347,1.3691217460499763
348,1.36967126784883
349,1.3701705937601636
350,1.3706956935195869
351,1.3704243909605753
352,1.370651075917074
353,1.3712362730534715
354,1.3717785007614975
355,1.3722175514307402
356,1.373060405426271
357,1.3738985507402623
358,1.3747382490308258
359,1.3755735941252238
360,1.3764043112689603
361,1.3772304388152175
362,1.3780520146945534
363,1.378869076420706
364,1.3796823402205436
365,1.380491981660771
366,1.3812979608960951
367,1.3821035526506265
368,1.382905601998553
369,1.3837039613334978
370,1.3838511165749925
371,1.384644147008025
372,1.3854334462095008
373,1.3862185245596321
374,1.3869994158252292
375,1.3877783731755378
376,1.3885549822581276
377,1.3888019514070873
378,1.3894059477396639
379,1.3901766740276793
380,1.390943354508409
381,1.391706020955208
382,1.392464704809595
383,1.3932194371855742
384,1.393972439434256
385,1.3947220525154753
386,1.3954677916272826
387,1.3962096867230498
388,1.3969477674481445
389,1.3976840787674392
390,1.3984234006648315
391,1.3991614350090043
392,1.3998980667398861
393,1.4006353344062816
394,1.4013688690718344
395,1.4020986990168542
396,1.4028248522367104
397,1.4035473564454113
398,1.404268764392828
399,1.4049875613853091
400,1.4057036360455986
401,1.4064197561929914
402,1.4071323223942431
403,1.407841361040043
404,1.4085474727469658
405,1.4092512372668224
406,1.40995154348437
407,1.4106484168283022
408,1.4113418824786208
409,1.4120319653696698
410,1.4127197717146682
411,1.4134076068236008
412,1.4140945116148638
413,1.4147808996557103
414,1.415464438503954
415,1.4161484051397282
416,1.4168290913599826
417,1.41750652070837
418,1.4181818686341958
419,1.418856085454295
420,1.4195272764960323
421,1.420195286537572
422,1.420860138139199
423,1.421524540081506
424,1.4221893963029049
425,1.4228515338339736
426,1.4235105700182926
427,1.4241665265942736
428,1.4248194250976396
429,1.4254692868637804
430,1.425896810808924
431,1.426545571289382
432,1.4271015411694359
433,1.427631922391245
434,1.4282779466335047
435,1.4289231011204817
436,1.429566095768123
437,1.4302100253363446
438,1.4308553453626
439,1.4314987914788393
440,1.4321429885516077
441,1.4327842707054947
442,1.4334156662323116
443,1.434050160771998
444,1.434681803650832
445,1.4353126491668617
446,1.4359408531375282
447,1.4365662526261829
448,1.4370112071037175
449,1.4374554535773627
450,1.4380779206920553
451,1.438698959484905
452,1.4393172563846295
453,1.4398448163024473
454,1.4401075843713826
455,1.440720294995058
456,1.4413320267314012
457,1.441218808850351
458,1.4418257719846566
459,1.4421737875193732
460,1.442520293225305
461,1.4428541185471593
462,1.4433730656948134
463,1.4426527184971247
464,1.4422440876684508
465,1.4411252543120427
466,1.4409531623301979
467,1.4411209911704037
468,1.4410322407831457
469,1.4405192663372248
470,1.4398603510763026
471,1.4397667844078157
472,1.4399103658396615
473,1.439980065197443
474,1.439885905748187
475,1.4403816490556773
476,1.440877876616093
477,1.4404536772529184
478,1.440281770997732
479,1.4399140639952623
480,1.4393949232796754
481,1.4393546746418266
482,1.4394662310821391
483,1.4380108958170896
484,1.4377087585135346
485,1.4376955219092327
486,1.4371927458480087
487,1.4374307368938901
488,1.437749554152263
489,1.437539805568686
490,1.4379373269470892
491,1.437605500410901
492,1.4367071945570393
493,1.437190396633067
494,1.4371059898118181
495,1.4374684049211965
496,1.4380269172857059
497,1.4385831866286711
498,1.4391372264351923
499,1.4396890500824866
500,1.4402391965889474
501,1.4407880590234408
502,1.4413354820956432
503,1.4418828867315505
504,1.4424304271998831
505,1.4429780753726935
506,1.4435239509018465
507,1.4440676773147432
508,1.4446092672780804
509,1.445150195540951
510,1.445689990294474
511,1.4462294217365146
512,1.4467677684714073
513,1.4473040204719232
514,1.4478384172631942
515,1.4483717636743538
516,1.4489039034791311
517,1.4494339886900671
518,1.4499622934638348
519,1.4504894907366968
520,1.4510171068539333
521,1.4515440922415976
522,1.452069062388774
523,1.4525920288330985
524,1.4531130030243016
525,1.4536340183310734
526,1.4541563701303706
527,1.4546789098811397
528,1.455200620369769
529,1.455720362139573
530,1.4562381463132574
531,1.4567553384206264
532,1.4572730238414566
533,1.4574900133925102
534,1.4580052571882327
535,1.458518578432479
536,1.4590299878657595
537,1.4595394961487305
538,1.4600471138629334
539,1.4605528515115282
540,1.4610570518176085
541,1.4615608339349122
542,1.4620627605011391
543,1.462562841749108
544,1.4630610878365338
545,1.4635585714622188
546,1.464055586936714
547,1.464481149800997
548,1.4649785372207251
549,1.4654741159589268
550,1.465967895863233
551,1.4664600099054286
552,1.4669531042262611
553,1.4674444184231912
554,1.467935443753988
555,1.4684254301432549
556,1.468915262219853
557,1.4694049227197619
558,1.4698935995457876
559,1.4703813327428232
560,1.4708673271405823
561,1.4713515920209117
562,1.4718341365997123
563,1.4723153294678708
564,1.472795967138115
565,1.4732751517437275
566,1.4737542712805618
567,1.4742322901236025
568,1.4744282108147089
569,1.4749041458191794
570,1.4753784138008674
571,1.475641233293109
572,1.476114358748617
573,1.4765874044614318
574,1.4770609720198113
575,1.4775330734690866
576,1.4780043969867265
577,1.4784745534456805
578,1.4787970474115508
579,1.478856725148416
580,1.4791875459686425
581,1.4790084841332527
582,1.4794387142248708
583,1.4799018360087473
584,1.4802269870229452
585,1.4806930664316607
586,1.4811576256237116
587,1.4816206046824556
588,1.4820827723951955
589,1.4824866944221664
590,1.4829458988731115
591,1.483403551957668
592,1.4837337080900093
593,1.4841883954924204
594,1.4846415545338147
595,1.485026078813325
596,1.4852753115542106
597,1.4851892625802439
598,1.4856377246212151
599,1.4860847579824779
600,1.48633181215313
601,1.4867794577891427
602,1.4872266960994986
603,1.487677972769715
604,1.4881281944324591
605,1.488577781568107
606,1.4884992695982937
607,1.4888157527336445
608,1.4892625594054965
609,1.4892832685483515
610,1.4897267076631524
611,1.489450721655001
612,1.4895671532194703
613,1.4900134368981814
614,1.4904619834971096
615,1.490780957206327
616,1.491164270738671
617,1.4913528856568732
618,1.4916405024334252
619,1.491380972172744
620,1.4918247932729467
621,1.4922028786139845
622,1.4925797501979086
623,1.4930195164241915
624,1.4930098753985508
625,1.4933719231068583
626,1.493358216879853
627,1.493790870604495
628,1.4941585556368482
629,1.4945260977592434
630,1.494892560667703
631,1.4952578638834146
632,1.4955948176514537
633,1.4959396328706318
634,1.4961472854438191
635,1.4956911561314317
636,1.4960540008338994
637,1.4964788443118704
638,1.4968976067928086
639,1.4972572507677693
640,1.4976651655193156
641,1.497899675059069
642,1.4983237968014855
643,1.4987466013956334
644,1.4987960019445286
645,1.498951220475651
646,1.4988151801854004
647,1.49905033457006
648,1.4989926774774585
649,1.4994130164605095
650,1.4998328248186414
651,1.5001301439692103
652,1.500551136274662
653,1.500970841141871
654,1.5013481886260935
655,1.5017655224559205
656,1.5018332451854732
657,1.5022462859482661
658,1.50259737514577
659,1.5029975541841463
660,1.5034056594424783
661,1.5038125317544107
662,1.5038652652399975
663,1.5042690523340752
664,1.5046716250308776
665,1.5043522680799415
666,1.50469353888598
667,1.504973907683617
668,1.505253438308466
669,1.5056523156023778
670,1.5059916666592723
671,1.5062714674951883
672,1.5064324382728014
673,1.506711625754338
674,1.5071085045322257
675,1.5075042091125455
676,1.5078987446985366
677,1.50805612826215
678,1.507839864402164
679,1.5081631314241837
680,1.508259874967416
681,1.5085909389108145
682,1.5089210334136764
683,1.5091332036636058
684,1.5094287960384096
685,1.5095220053763678
686,1.5097334027526874
687,1.510060575157142
688,1.510212632402223
689,1.5104801909306511
690,1.5104824993252852
691,1.5108630318533298
692,1.5112427861070905
693,1.5115646544404866
694,1.5115402727930667
695,1.5118043848134008
696,1.511896322345352
697,1.5122172228070112
698,1.5124227558853756
699,1.5127995375658818
700,1.5131185104617448
701,1.5134935546598989
702,1.5135830368546443
703,1.5139563557476998
704,1.5143286996339458
705,1.5145309779776264
706,1.5141669132425406
707,1.5145383993488692
708,1.5149032773385893
709,1.514766869321246
710,1.515138415051323
711,1.5154527373383377
712,1.5158222789176747
713,1.5161907853665375
714,1.51598273212758
715,1.5163480093084996
716,1.516712267585149
717,1.5162410919362608
718,1.5164962435899427
719,1.516861797600142
720,1.5172263375908956
721,1.5168696461689324
722,1.5172338506448066
723,1.5175421883720481
724,1.517904847926249
725,1.518266508418317
726,1.5186271739709294
727,1.5189868486841118
728,1.5191809275818944
729,1.5195395654954154
730,1.5198979682401372
731,1.5202017664654892
732,1.5205593060326548
733,1.5204799040751138
734,1.5205499906335636
735,1.5208440792492255
