i,distance
0,1.9938098750340356
1,1.9914773260542407
2,1.9885483893073723
3,1.9857667184482328
4,1.977441857585157
5,1.9692335561107088
6,1.956868623394669
7,1.9488629397056436
8,1.946005027253652
9,1.9412429252069308
10,1.9310249346057886
11,1.9248147076545767
12,1.9185618901690318
13,1.9109675850400043
14,1.9084630719517155
15,1.9079148936014745
16,1.904586558109201
17,1.8961446222822183
18,1.8961446222822185
19,1.8955348243744972
20,1.8952021684471685
21,1.8936177137356947
22,1.8932387609042507
23,1.8935286159767146
24,1.893828416822101
25,1.892970071121466
26,1.8895884133206813
27,1.8898529635852317
28,1.8895845760215848
29,1.880650011711635
30,1.8744379918355352
31,1.8711611210369994
32,1.8632828014548726
33,1.8604509321990634
34,1.857552510954513
35,1.8565297857285268
36,1.8561912162962442
37,1.8562083431196255
38,1.8560970935028538
39,1.8543490898427568
40,1.8486835132526362
41,1.8399068379578631
42,1.8344742728401815
43,1.8295808215238312
44,1.828041847266162
45,1.8284612565033789
46,1.8288867884182722
47,1.8289832475566001
48,1.8291334202384966
49,1.8292253989167682
50,1.8297170144095967
51,1.8301996690098983
52,1.8281462491182778
53,1.8276146207785846
54,1.8280937801727317
55,1.8283449818057007
56,1.8288086409535702
57,1.8289489092617015
58,1.8286908895298493
59,1.8274050047586752
60,1.8238280923636454
61,1.8221633292140376
62,1.8212099418229348
63,1.820994982552763
64,1.8214426118797395
65,1.8207321398853105
66,1.8212259357784744
67,1.821761567389749
68,1.8221360452395743
69,1.822346978593049
70,1.8215458880671538
71,1.8215348159593676
72,1.8209255198656413
73,1.8213846658092177
74,1.8212350681618628
75,1.816212054691229
76,1.8160949364591674
77,1.8157168271880182
78,1.8158206153538257
79,1.8113077706283298
80,1.8110319931841774
81,1.809418020726813
82,1.8085034339529447
83,1.808593001951892
84,1.8090559870147138
85,1.8068288190857342
86,1.8057021817358274
87,1.8054262316002543
88,1.8059251237898553
89,1.8064195058123271
90,1.8069054906591329
91,1.8073832737456117
92,1.8078507819270049
93,1.8083100771543363
94,1.808776035998702
95,1.8092460256308995
96,1.8097372463463692
97,1.8095020626263074
98,1.8099781080139308
99,1.810447291379519
100,1.8109221445912884
101,1.8113958390195546
102,1.809891910364096
103,1.810340305432387
104,1.8104079771717732
105,1.8104837039869728
106,1.8109351234897058
107,1.8113819969620693
108,1.810332334730237
109,1.8101803236961427
110,1.8106160321318514
111,1.8105917893508923
112,1.81102551511185
113,1.810498666701895
114,1.810222808945659
115,1.8106396005498566
116,1.810973789799878
117,1.8113745367627854
118,1.8117733403520178
119,1.812165497214763
120,1.8118044542966194
121,1.8113416273105105
122,1.8113076285726397
123,1.809173735821807
124,1.8082058529980245
125,1.8033026160270909
126,1.7966156201266312
127,1.7956628215601689
128,1.7917369161348238
129,1.7913098748643288
130,1.791424965880183
131,1.7912352827897364
132,1.7916547494527573
133,1.7915524529922178
134,1.7919725746063695
135,1.7923865179614893
136,1.7927973894197875
137,1.79320784112824
138,1.7936123870567147
139,1.7936525330649888
140,1.7940476698431045
141,1.7944431443132312
142,1.7928049659414609
143,1.7920423851946667
144,1.789286711781215
145,1.7867377976801682
146,1.7868471840004148
147,1.7872259300934465
148,1.7876036386441254
149,1.7868890747797632
150,1.7826173899082978
151,1.781746380275742
152,1.7806948460399918
153,1.7805628168116456
154,1.7795421271180403
155,1.7768321715541355
156,1.7748965750037133
157,1.7753033826599007
158,1.775713347438272
159,1.7752498026394397
160,1.7748114468893763
161,1.772189543002047
162,1.7719371920496743
163,1.7694955874509675
164,1.767827077815833
165,1.7657590202734377
166,1.7655513147836028
167,1.7659348334605345
168,1.7663146633678029
169,1.7657461738768458
170,1.7658950649480705
171,1.7662931613681987
172,1.7660555974172905
173,1.7630321594066931
174,1.7623030953672845
175,1.7627186797828687
176,1.7631295683293509
177,1.7630879517219231
178,1.763047778474795
179,1.7625636071526345
180,1.7614427277376121
181,1.7588767184509653
182,1.7586161047477284
183,1.7582885365595868
184,1.7586927668768608
185,1.7578327339002202
186,1.7560999208541563
187,1.7560692823192094
188,1.756470778873216
189,1.75686955358778
190,1.7572641526508828
191,1.7575935035910055
192,1.7571506983030711
193,1.7560017608125715
194,1.7563887552614217
195,1.7565934343360303
196,1.756971555127494
197,1.757345856517024
198,1.7574621926680383
199,1.755564384646238
